digit,M_connections,N_axons,T,N_positive_samples,Accuracy LR,Accuracy FF,Accuracy IF,Accuracy baseline,release probability,train_epochs,test_epochs
2,5,100,40,5000,95.38,94.59,90.2,89.68,1.0,1,1
5,5,100,20,7000,93.49,91.53,91.09,91.08000000000001,1.0,1,1
4,1,100,20,5000,94.97,91.2,91.10000000000001,90.18,1.0,1,1
2,5,100,10,256,94.28999999999999,92.48666666666666,90.93666666666667,89.68,0.5,15,3
3,5,100,20,256,94.43,90.83,90.83,89.9,1.0,15,3
7,3,100,50,64,94.56,91.84333333333333,89.72,89.72,0.75,15,3
2,5,100,20,256,95.33,93.32000000000001,92.14,89.68,1.0,15,3
7,1,100,30,5000,96.5,90.89,90.05,89.72,1.0,1,1
5,5,100,40,1024,93.22,92.67999999999999,91.08000000000001,91.08000000000001,1.0,15,3
2,5,100,10,5000,95.17,93.10000000000001,91.82000000000001,89.68,1.0,1,1
2,10,100,30,1024,94.76333333333334,93.96333333333334,90.59666666666666,89.68,0.5,15,3
3,2,100,20,1024,94.78333333333333,91.53999999999999,90.96333333333332,89.9,0.75,15,3
0,5,100,50,5000,98.13,93.07,90.22,90.2,1.0,15,3
0,3,100,60,32,94.87666666666667,90.36666666666666,90.2,90.2,0.5,15,3
7,5,100,40,1024,96.92,95.07,89.97,89.72,1.0,15,3
2,1,100,10,1024,94.42666666666668,91.14,90.91,89.68,0.5,15,3
3,2,100,30,6131,95.12,91.47666666666666,90.43666666666667,89.9,0.5,3,3
7,5,100,20,32,94.49,92.07,89.91,89.72,1.0,15,3
6,5,100,20,5000,97.14,94.17,90.42,90.42,1.0,15,3
4,5,100,30,16,90.83,90.25,90.27,90.18,1.0,15,3
4,5,100,10,1024,94.19999999999999,91.56,90.65333333333334,90.18,0.5,15,3
3,5,100,50,7000,94.88,93.60000000000001,89.9,89.9,1.0,1,1
4,5,100,30,16,90.39666666666668,90.19,90.18666666666667,90.18,0.5,15,3
4,5,100,20,5000,94.95,91.99000000000001,91.09,90.18,1.0,1,1
2,5,100,30,64,93.58,90.46,90.24,89.68,1.0,15,3
7,5,100,40,5000,96.66,94.71000000000001,89.77000000000001,89.72,1.0,1,1
4,5,100,20,1024,95.16,92.74,91.24,90.18,1.0,15,3
4,5,100,30,7000,94.89999999999999,92.55,90.48,90.18,1.0,1,1
3,1,100,30,2048,94.82666666666667,90.27,90.24,89.9,0.5,15,3
8,5,100,100,7000,92.83,90.60000000000001,90.25999999999999,90.25999999999999,1.0,1,1
2,5,100,20,7000,95.61,94.49,92.2,89.68,1.0,1,1
7,1,100,30,2048,96.34666666666666,90.7,90.11333333333333,89.72,0.5,15,3
7,1,100,20,4096,96.98,92.19000000000001,90.66,89.72,1.0,15,3
9,1,100,10,1024,92.47999999999999,89.95,89.98666666666666,89.91,0.75,15,3
3,3,100,30,4096,95.28,93.25,90.45,89.9,1.0,15,3
3,5,100,40,5000,95.28999999999999,93.76,90.16999999999999,89.9,1.0,15,3
3,8,100,10,4096,95.67,92.36999999999999,91.0,89.9,1.0,15,3
9,5,100,20,5000,93.69,91.08000000000001,89.94,89.91,1.0,15,3
2,3,100,40,1024,93.74,92.14666666666666,89.89,89.68,0.25,15,3
3,2,100,10,4096,95.7,91.9,91.14,89.9,1.0,15,3
4,1,100,30,2048,95.37,90.85,90.60000000000001,90.18,1.0,15,3
3,3,100,20,1024,95.09,92.39,90.84,89.9,1.0,15,3
3,5,100,20,32,91.96,90.06,89.9,89.9,1.0,15,3
7,5,100,30,5000,96.96000000000001,94.91000000000001,90.29,89.72,1.0,15,3
2,5,100,20,2048,95.13333333333334,93.83333333333333,91.25666666666666,89.68,0.5,15,3
3,5,100,20,512,95.07,92.4,90.63,89.9,1.0,15,3
4,5,100,20,2048,94.13333333333334,91.67999999999999,90.76333333333334,90.18,0.5,15,3
1,5,100,20,5000,98.16,89.63,89.66,88.64999999999999,1.0,15,3
7,5,100,10,256,95.80666666666666,91.97333333333333,90.52666666666667,89.72,0.5,15,3
1,5,100,20,7000,98.06,89.25999999999999,89.61,88.64999999999999,1.0,1,1
2,5,100,20,16,89.92333333333333,90.89666666666668,90.24666666666667,89.68,0.5,15,3
3,5,100,30,5000,94.93,92.73,90.48,89.9,1.0,1,1
7,5,100,40,1024,96.98,94.91000000000001,89.89,89.72,1.0,15,3
2,5,100,30,1024,95.23,94.53,91.03999999999999,89.68,1.0,15,3
9,5,100,80,7000,92.65,92.13,89.91,89.91,1.0,1,1
1,3,100,100,2048,98.02,90.02,88.64999999999999,88.64999999999999,1.0,15,3
1,1,100,20,5000,97.78,88.67,89.1,88.64999999999999,1.0,1,1
3,5,100,80,5000,95.08,93.10000000000001,89.9,89.9,1.0,15,3
5,5,100,80,5000,93.67,92.47,91.08000000000001,91.08000000000001,1.0,15,3
1,5,100,60,7000,98.00999999999999,93.85,88.64999999999999,88.64999999999999,1.0,1,1
3,5,100,20,128,92.84666666666666,90.80333333333334,90.33666666666666,89.9,0.5,15,3
7,5,100,30,1024,96.12,93.76666666666667,90.05,89.72,0.5,15,3
7,5,100,60,5000,96.99,95.05,89.72,89.72,1.0,15,3
3,5,100,50,7000,95.07,93.66,89.9,89.9,1.0,1,1
3,5,100,50,5000,95.28,94.01,89.94,89.9,1.0,15,3
6,5,100,100,5000,97.09,93.10000000000001,90.42,90.42,1.0,15,3
2,5,100,30,1024,94.75,93.93666666666667,90.59,89.68,0.5,15,3
4,5,100,20,5000,95.8,93.39,91.41,90.18,1.0,15,3
3,5,100,10,1024,95.47,91.8,90.85,89.9,1.0,15,3
6,5,100,80,7000,96.67999999999999,93.36,90.42,90.42,1.0,1,1
3,5,100,20,5000,95.07,92.58,90.86,89.9,1.0,1,1
3,5,100,20,256,94.69,90.93,91.08000000000001,89.9,1.0,15,3
1,2,100,20,5000,98.25,89.07000000000001,89.48,88.64999999999999,1.0,15,3
2,3,100,10,1024,94.66,92.74666666666667,91.07333333333332,89.68,0.5,15,3
6,2,100,60,16,90.52666666666667,90.57666666666667,90.42,90.42,0.25,15,3
4,5,100,30,32,91.55,90.24,90.60000000000001,90.18,1.0,15,3
2,8,100,10,1024,95.77,93.63,92.04,89.68,1.0,15,3
6,5,100,20,5000,96.92,94.33,90.42,90.42,1.0,15,3
5,5,100,40,1024,93.24,92.13,91.08000000000001,91.08000000000001,1.0,15,3
3,5,100,20,128,94.07,90.27,90.45,89.9,1.0,15,3
0,5,100,50,5000,98.06,93.27,90.25,90.2,1.0,15,3
4,5,100,30,5000,95.19,93.22,90.81,90.18,1.0,15,3
3,2,100,10,16,90.36333333333333,89.93666666666667,89.97333333333334,89.9,0.5,15,3
8,5,100,10,5000,93.35,90.45,90.25999999999999,90.25999999999999,1.0,15,3
4,5,100,20,32,91.91,90.22,90.18,90.18,1.0,15,3
7,1,100,30,2048,96.37,90.45666666666666,90.10000000000001,89.72,0.5,15,3
4,5,100,20,32,91.21000000000001,90.48333333333333,90.42999999999999,90.18,0.5,15,3
4,8,100,10,2048,93.97333333333333,91.63,90.79333333333334,90.18,0.5,15,3
1,5,100,50,7000,97.75,93.81,88.64999999999999,88.64999999999999,1.0,1,1
3,5,100,30,512,94.3,92.19000000000001,90.26666666666667,89.9,0.5,15,3
2,3,100,10,5000,93.71333333333334,91.31666666666666,90.08666666666667,89.68,0.25,15,3
2,5,100,20,256,93.86333333333333,92.91666666666667,91.21666666666667,89.68,0.5,15,3
3,5,100,20,16,90.44,90.12,90.10333333333334,89.9,0.5,15,3
2,5,100,10,5000,95.89,94.11,91.96,89.68,1.0,15,3
3,3,100,20,1024,94.42666666666668,91.81333333333333,90.49000000000001,89.9,0.5,15,3
8,5,100,20,7000,93.10000000000001,90.64999999999999,90.25999999999999,90.25999999999999,1.0,1,1
5,10,100,40,64,91.7,91.08000000000001,91.08000000000001,91.08000000000001,1.0,15,3
7,2,100,10,4096,97.05,93.82000000000001,90.93,89.72,1.0,15,3
8,5,100,50,5000,93.13,91.14,90.25999999999999,90.25999999999999,1.0,15,3
3,5,100,80,7000,94.91000000000001,93.06,89.9,89.9,1.0,1,1
3,8,100,30,2048,95.0,93.28,90.55,89.9,1.0,15,3
3,5,100,30,128,94.01,90.82000000000001,90.48,89.9,1.0,15,3
3,2,100,10,1024,95.54,91.67,90.64999999999999,89.9,1.0,15,3
4,1,100,20,2048,95.26,91.45,91.14999999999999,90.18,1.0,15,3
5,5,100,40,7000,93.56,92.34,91.08000000000001,91.08000000000001,1.0,1,1
2,3,100,30,2048,94.86333333333333,93.55333333333333,90.47666666666667,89.68,0.5,15,3
4,5,100,20,64,92.74,90.21000000000001,90.55,90.18,1.0,15,3
8,5,100,10,7000,92.84,90.3,90.25999999999999,90.25999999999999,1.0,1,1
8,5,100,60,7000,92.91,90.82000000000001,90.25999999999999,90.25999999999999,1.0,1,1
3,3,100,20,2048,94.58,91.93,90.59333333333333,89.9,0.5,15,3
4,5,100,30,1024,94.12666666666667,91.77666666666666,90.40333333333334,90.18,0.5,15,3
4,5,100,50,5000,95.35,92.78,90.19,90.18,1.0,15,3
3,5,100,50,5000,95.41,93.82000000000001,89.97,89.9,1.0,15,3
2,10,100,20,2048,95.84,94.74000000000001,91.81,89.68,1.0,15,3
0,5,100,100,5000,97.81,91.28,90.21000000000001,90.2,1.0,1,1
9,2,100,40,512,91.99000000000001,90.79,89.91,89.91,1.0,15,3
7,1,100,30,2048,96.97,91.16,90.41,89.72,1.0,15,3
9,5,100,40,7000,92.83,92.14,89.94,89.91,1.0,1,1
1,5,100,50,7000,97.88,93.84,88.64999999999999,88.64999999999999,1.0,1,1
9,5,100,30,7000,92.74,91.47999999999999,89.97,89.91,1.0,1,1
7,5,100,20,16,92.44,90.16999999999999,89.83,89.72,1.0,15,3
9,5,100,10,7000,92.96,90.19,89.99000000000001,89.91,1.0,1,1
2,2,100,30,1024,95.55,94.24,91.14999999999999,89.68,1.0,15,3
3,2,100,20,2048,95.30999999999999,91.99000000000001,91.0,89.9,1.0,15,3
3,1,100,30,4096,94.76,90.05333333333333,90.35666666666667,89.9,0.5,15,3
7,1,100,20,5000,96.93,91.74,90.77,89.72,1.0,1,1
3,5,100,20,1024,95.30999999999999,92.34,91.11,89.9,1.0,15,3
3,2,100,20,2048,95.50999999999999,91.88,91.08000000000001,89.9,1.0,15,3
0,5,100,80,7000,97.75,91.61,90.2,90.2,1.0,1,1
5,1,100,40,5000,93.19,91.08000000000001,91.08000000000001,91.08000000000001,1.0,1,1
2,2,100,30,1024,94.81333333333333,92.88333333333333,90.51,89.68,0.5,15,3
4,5,100,100,7000,94.83,90.62,90.18,90.18,1.0,1,1
9,5,100,50,5000,93.0,92.51,89.91,89.91,1.0,15,3
2,5,100,30,2048,94.96,94.1,90.64666666666666,89.68,0.5,15,3
2,1,100,30,2048,95.50999999999999,91.52,90.88000000000001,89.68,1.0,15,3
2,2,100,10,2048,94.47666666666666,92.53666666666666,90.98,89.68,0.5,15,3
0,5,100,30,7000,97.72999999999999,93.07,90.24,90.2,1.0,1,1
0,5,100,20,5000,98.16,91.95,90.24,90.2,1.0,15,3
3,5,100,50,7000,95.02000000000001,93.71000000000001,89.9,89.9,1.0,1,1
3,5,100,10,2048,95.35,92.10000000000001,91.03999999999999,89.9,1.0,15,3
2,8,100,30,1024,95.17999999999999,94.81,91.09,89.68,1.0,15,3
4,5,100,80,7000,94.91000000000001,90.98,90.18,90.18,1.0,1,1
3,5,100,40,1024,94.63000000000001,93.65,90.16999999999999,89.9,1.0,15,3
9,5,100,20,5000,93.4,91.17,90.02,89.91,1.0,15,3
7,5,100,30,5000,96.97,94.97,90.31,89.72,1.0,15,3
2,5,100,30,2048,95.65,94.89,90.88000000000001,89.68,1.0,15,3
4,2,100,10,1024,94.89,92.25999999999999,91.21000000000001,90.18,1.0,15,3
3,3,100,10,2048,94.10333333333334,91.24333333333333,90.56666666666666,89.9,0.5,15,3
8,5,100,100,5000,93.07,90.74,90.25999999999999,90.25999999999999,1.0,15,3
2,10,100,30,5958,95.67,95.34,90.92,89.68,1.0,3,3
4,8,100,10,1024,95.32000000000001,92.25999999999999,91.33,90.18,1.0,15,3
1,5,100,60,7000,98.1,94.37,88.64999999999999,88.64999999999999,1.0,1,1
2,5,100,30,64,93.71000000000001,90.59,89.98,89.68,1.0,15,3
6,1,100,80,5000,96.6,90.42,90.42,90.42,1.0,1,1
8,5,100,40,5000,93.0,91.23,90.25999999999999,90.25999999999999,1.0,15,3
4,5,100,30,128,92.59666666666668,91.12,90.39,90.18,0.5,15,3
4,5,100,30,32,90.79333333333334,90.27333333333334,90.18333333333334,90.18,0.5,15,3
1,5,100,100,5000,97.96000000000001,93.03,88.64999999999999,88.64999999999999,1.0,1,1
2,5,100,10,256,94.24333333333334,92.24333333333334,91.27333333333333,89.68,0.5,15,3
2,5,100,20,512,94.65,93.68666666666667,90.93666666666667,89.68,0.5,15,3
7,5,100,10,2048,97.2,93.89,91.16,89.72,1.0,15,3
7,2,100,10,2048,97.0,93.42,91.03999999999999,89.72,1.0,15,3
2,5,100,10,512,94.52333333333334,92.55666666666667,90.81333333333333,89.68,0.5,15,3
2,2,100,40,1024,94.66,92.60333333333334,90.16333333333333,89.68,0.5,15,3
4,5,100,30,32,91.74,90.18,90.18,90.18,1.0,15,3
4,1,100,30,1024,94.05,90.47,90.41,90.18,0.5,15,3
3,3,100,30,2048,94.59,92.16666666666666,90.21666666666667,89.9,0.5,15,3
0,5,100,20,5000,97.72999999999999,91.16,90.25,90.2,1.0,1,1
4,5,100,100,7000,95.0,90.64999999999999,90.18,90.18,1.0,1,1
4,1,100,30,2048,94.29333333333332,90.5,90.3,90.18,0.5,15,3
4,5,100,50,7000,94.78,91.89,90.19,90.18,1.0,1,1
2,5,100,10,7000,95.58,93.51,92.04,89.68,1.0,1,1
7,5,100,100,7000,96.77,92.92,89.72,89.72,1.0,1,1
5,1,100,100,512,92.72333333333333,91.08000000000001,91.08000000000001,91.08000000000001,0.75,15,3
0,3,100,100,512,97.19333333333333,90.64666666666666,90.2,90.2,0.5,15,3
0,5,100,10,7000,97.69,91.14,90.2,90.2,1.0,1,1
3,5,100,30,1024,95.11,93.39,90.51,89.9,1.0,15,3
3,5,100,20,5000,95.00999999999999,92.58,90.74,89.9,1.0,1,1
2,5,100,10,4096,95.86,94.39,91.83,89.68,1.0,15,3
3,2,100,20,2048,95.63000000000001,92.25,90.94,89.9,1.0,15,3
6,5,100,60,5000,96.96000000000001,94.69999999999999,90.42,90.42,1.0,15,3
4,1,100,10,4096,93.51666666666667,90.64,90.75666666666666,90.18,0.5,15,3
3,1,100,20,4096,94.59333333333333,90.60000000000001,90.52666666666667,89.9,0.5,15,3
1,5,100,60,7000,97.95,94.39,88.64999999999999,88.64999999999999,1.0,1,1
5,5,100,40,5000,94.08,92.91,91.08000000000001,91.08000000000001,1.0,15,3
2,5,100,20,32,92.06,90.93,89.89,89.68,1.0,15,3
3,2,100,30,6131,95.07,92.65,90.47,89.9,1.0,3,3
1,5,100,20,5000,98.21,90.39,89.52,88.64999999999999,1.0,15,3
5,5,100,80,7000,93.33,92.21000000000001,91.08000000000001,91.08000000000001,1.0,1,1
3,2,100,30,2048,95.14,92.27,90.53999999999999,89.9,1.0,15,3
3,2,100,30,2048,95.28,92.51,90.45,89.9,1.0,15,3
3,5,100,20,32,93.03,89.94,89.9,89.9,1.0,15,3
7,5,100,30,512,95.8,93.95,90.20666666666666,89.72,0.5,15,3
7,5,100,10,16,93.76,90.72,90.42999999999999,89.72,1.0,15,3
3,5,100,20,16,90.83,89.92999999999999,90.13,89.9,1.0,15,3
3,10,100,10,2048,95.45,92.23,90.89,89.9,1.0,15,3
2,5,100,20,5000,96.02000000000001,95.09,92.15,89.68,1.0,15,3
0,1,100,20,5000,97.86,90.2,90.22,90.2,1.0,1,1
4,3,100,10,2048,95.48,92.61,91.43,90.18,1.0,15,3
7,5,100,10,64,95.83,91.95,90.42999999999999,89.72,1.0,15,3
1,5,100,60,7000,97.94,94.07,88.64999999999999,88.64999999999999,1.0,1,1
3,1,100,40,5000,95.28999999999999,90.03,90.07,89.9,1.0,15,3
4,5,100,40,1024,95.07,92.75999999999999,90.29,90.18,1.0,15,3
4,10,100,50,64,91.88333333333333,90.72666666666666,90.18,90.18,0.5,15,3
0,5,100,60,5000,97.68,92.43,90.2,90.2,1.0,1,1
3,5,100,30,4096,95.62,93.23,90.34,89.9,1.0,15,3
5,5,100,50,7000,93.47999999999999,92.34,91.08000000000001,91.08000000000001,1.0,1,1
9,5,100,40,5000,93.13,92.19000000000001,89.92999999999999,89.91,1.0,15,3
2,1,100,20,1024,95.12,92.45,91.66,89.68,1.0,15,3
5,5,100,50,7000,93.44,92.73,91.08000000000001,91.08000000000001,1.0,1,1
9,5,100,100,7000,92.71000000000001,91.34,89.91,89.91,1.0,1,1
0,5,100,60,5000,97.74000000000001,93.01,90.21000000000001,90.2,1.0,1,1
1,5,100,20,5000,98.29,89.68,89.14,88.64999999999999,1.0,15,3
7,8,100,10,2048,97.27,93.86,91.14,89.72,1.0,15,3
3,8,100,10,2048,94.28333333333333,91.45333333333333,90.50666666666667,89.9,0.5,15,3
7,5,100,80,5000,97.00999999999999,94.58,89.72,89.72,1.0,15,3
7,2,100,20,2048,96.37333333333333,92.86999999999999,90.60333333333334,89.72,0.5,15,3
1,5,100,80,5000,98.33,94.21000000000001,88.64999999999999,88.64999999999999,1.0,15,3
3,5,100,30,128,93.83,90.57,90.42999999999999,89.9,1.0,15,3
3,5,100,20,512,94.14333333333333,92.30666666666667,90.68666666666667,89.9,0.5,15,3
3,5,100,20,256,93.85,91.27333333333333,90.42666666666666,89.9,0.5,15,3
4,5,100,100,7000,95.04,90.52,90.18,90.18,1.0,1,1
7,1,100,30,16,92.07333333333332,89.86333333333333,89.82,89.72,0.75,15,3
5,2,100,80,512,92.29333333333334,91.13333333333333,91.08000000000001,91.08000000000001,0.75,15,3
2,5,100,10,64,93.14333333333333,91.47666666666666,91.34,89.68,0.5,15,3
7,5,100,30,512,96.8,94.35,90.36,89.72,1.0,15,3
2,5,100,10,7000,95.56,93.58999999999999,92.05,89.68,1.0,1,1
6,5,100,50,7000,96.66,94.58,90.42,90.42,1.0,1,1
5,5,100,50,7000,93.46,92.78999999999999,91.08000000000001,91.08000000000001,1.0,1,1
2,1,100,20,2048,94.87666666666667,91.67999999999999,91.07333333333332,89.68,0.5,15,3
5,5,100,100,7000,93.28999999999999,91.75,91.08000000000001,91.08000000000001,1.0,1,1
3,5,100,10,2048,95.61,92.25999999999999,90.99000000000001,89.9,1.0,15,3
0,5,100,100,5000,98.24000000000001,91.51,90.2,90.2,1.0,15,3
4,5,100,20,7000,95.04,92.29,91.25,90.18,1.0,1,1
6,10,100,50,512,95.87666666666667,94.49333333333333,90.42,90.42,0.5,15,3
2,5,100,20,128,93.37333333333333,92.49333333333334,90.61,89.68,0.5,15,3
2,3,100,20,2048,95.63000000000001,94.63000000000001,91.86,89.68,1.0,15,3
2,3,100,10,1024,94.57333333333334,92.53666666666666,91.11333333333333,89.68,0.5,15,3
3,5,100,30,32,92.21000000000001,89.91,89.9,89.9,1.0,15,3
4,5,100,20,5000,95.78999999999999,93.5,91.17,90.18,1.0,15,3
2,2,100,20,2048,95.87,94.17999999999999,91.83,89.68,1.0,15,3
7,1,100,30,1024,96.72,90.72,90.21000000000001,89.72,1.0,15,3
0,5,100,20,5000,97.64,90.94,90.24,90.2,1.0,1,1
4,2,100,30,2048,94.53666666666666,91.2,90.45333333333333,90.18,0.5,15,3
2,2,100,10,1024,94.58,92.57,91.06333333333333,89.68,0.5,15,3
2,2,100,10,4096,95.91,93.85,92.16,89.68,1.0,15,3
6,5,100,30,5000,97.03,94.91000000000001,90.42,90.42,1.0,15,3
2,5,100,20,64,92.25,91.51333333333334,91.07333333333332,89.68,0.5,15,3
7,1,100,20,2048,96.32666666666667,91.67666666666666,90.45333333333333,89.72,0.5,15,3
5,5,100,40,7000,93.62,92.4,91.08000000000001,91.08000000000001,1.0,1,1
1,5,100,30,7000,97.96000000000001,91.25,88.64999999999999,88.64999999999999,1.0,1,1
3,2,100,20,2048,95.19,91.88,90.93,89.9,1.0,15,3
2,1,100,20,2048,95.16666666666667,91.55,91.14,89.68,0.5,15,3
5,5,100,30,7000,93.45,92.0,91.08000000000001,91.08000000000001,1.0,1,1
3,3,100,20,1024,95.50999999999999,92.69,90.95,89.9,1.0,15,3
4,5,100,20,4096,95.26,92.99,91.12,90.18,1.0,15,3
7,5,100,100,7000,96.54,92.64,89.72,89.72,1.0,1,1
2,1,100,20,4096,95.92,93.21000000000001,92.15,89.68,1.0,15,3
6,5,100,10,7000,96.82,92.52,90.42,90.42,1.0,1,1
9,5,100,20,7000,93.10000000000001,90.67,89.94,89.91,1.0,1,1
3,5,100,30,7000,95.19,93.04,90.5,89.9,1.0,1,1
3,5,100,20,16,91.91,90.2,90.12,89.9,1.0,15,3
4,5,100,10,2048,93.92666666666668,91.67999999999999,90.73333333333333,90.18,0.5,15,3
6,5,100,40,7000,96.66,94.78,90.42,90.42,1.0,1,1
9,5,100,40,7000,92.72,92.34,89.91,89.91,1.0,1,1
2,1,100,10,4096,96.1,93.08,92.08,89.68,1.0,15,3
2,5,100,50,5000,95.75,95.13000000000001,90.0,89.68,1.0,15,3
8,5,100,20,5000,93.58999999999999,91.21000000000001,90.25999999999999,90.25999999999999,1.0,15,3
9,1,100,10,1024,93.07,89.92999999999999,89.92,89.91,1.0,15,3
1,5,100,50,5000,98.05,94.01,88.64999999999999,88.64999999999999,1.0,15,3
1,5,100,60,1024,97.91,94.81,88.64999999999999,88.64999999999999,1.0,15,3
3,1,100,30,6131,95.26333333333334,90.21000000000001,90.27666666666667,89.9,0.5,3,3
1,5,100,30,5000,98.19,90.35,88.64999999999999,88.64999999999999,1.0,15,3
2,3,100,50,2048,94.98666666666666,93.23666666666666,89.94666666666666,89.68,0.5,15,3
2,8,100,20,2048,95.16666666666667,93.94333333333333,91.14,89.68,0.5,15,3
2,5,100,10,512,95.21,92.83,91.75,89.68,1.0,15,3
3,1,100,30,4096,95.46,90.5,90.53,89.9,1.0,15,3
3,5,100,80,7000,95.02000000000001,93.33,89.9,89.9,1.0,1,1
2,5,100,10,16,91.02,90.05,89.75999999999999,89.68,1.0,15,3
4,5,100,100,7000,94.99,90.71000000000001,90.18,90.18,1.0,1,1
7,5,100,40,5000,96.87,95.28999999999999,89.88000000000001,89.72,1.0,15,3
4,5,100,10,128,92.88,91.05666666666666,90.67333333333333,90.18,0.5,15,3
3,5,100,10,32,91.94333333333333,89.97,90.08666666666667,89.9,0.5,15,3
9,5,100,40,7000,92.53,91.96,89.91,89.91,1.0,1,1
6,5,100,40,7000,96.61999999999999,94.56,90.42,90.42,1.0,1,1
5,5,100,80,5000,93.77,92.75,91.08000000000001,91.08000000000001,1.0,15,3
2,5,100,20,256,94.03,93.16,91.36,89.68,0.5,15,3
3,5,100,30,1024,95.05,93.11,90.62,89.9,1.0,15,3
2,5,100,30,1024,95.1,94.39999999999999,90.89,89.68,1.0,15,3
2,5,100,20,7000,95.50999999999999,94.28,92.36,89.68,1.0,1,1
3,5,100,40,5000,95.15,94.26,90.14999999999999,89.9,1.0,15,3
3,5,100,100,5000,95.26,92.75,89.9,89.9,1.0,15,3
8,2,100,20,4096,93.63,90.35,90.25999999999999,90.25999999999999,1.0,15,3
2,8,100,20,1024,95.50999999999999,94.55,91.79,89.68,1.0,15,3
3,5,100,10,7000,95.32000000000001,91.71000000000001,90.81,89.9,1.0,1,1
2,2,100,10,1024,95.52000000000001,93.47,91.91,89.68,1.0,15,3
3,5,100,50,7000,95.07,93.42,89.9,89.9,1.0,1,1
2,8,100,10,4096,95.95,94.27,92.17,89.68,1.0,15,3
6,5,100,100,7000,96.91,92.02,90.42,90.42,1.0,1,1
3,5,100,20,32,91.21333333333334,89.92999999999999,90.06,89.9,0.5,15,3
3,3,100,30,5000,95.50999999999999,93.05,90.45,89.9,1.0,15,3
8,1,100,10,5000,92.77,90.25999999999999,90.25999999999999,90.25999999999999,1.0,1,1
3,5,100,40,5000,95.6,93.47,90.22,89.9,1.0,15,3
8,3,100,60,512,90.94333333333333,90.31,90.25999999999999,90.25999999999999,0.25,15,3
7,5,100,40,5000,97.05,95.3,90.02,89.72,1.0,15,3
9,5,100,50,7000,92.39,92.5,89.91,89.91,1.0,1,1
8,5,100,60,5000,92.9,90.99000000000001,90.25999999999999,90.25999999999999,1.0,1,1
2,5,100,10,256,95.27,91.95,91.63,89.68,1.0,15,3
8,5,100,100,7000,92.95,90.7,90.25999999999999,90.25999999999999,1.0,1,1
7,5,100,30,32,94.32000000000001,89.74,89.72,89.72,1.0,15,3
0,2,100,100,2048,98.06,90.99000000000001,90.21000000000001,90.2,1.0,15,3
6,5,100,60,5000,96.85000000000001,95.16,90.42,90.42,1.0,15,3
7,5,100,40,1024,96.69,94.98,90.02,89.72,1.0,15,3
3,5,100,50,7000,94.97,93.49,89.9,89.9,1.0,1,1
3,5,100,40,7000,95.25,93.83,89.95,89.9,1.0,1,1
4,2,100,10,1024,95.25,92.23,91.46,90.18,1.0,15,3
3,5,100,60,7000,94.88,93.43,89.9,89.9,1.0,1,1
3,10,100,20,4096,95.58,93.47,91.16,89.9,1.0,15,3
5,5,100,20,5000,94.22,91.86999999999999,91.08000000000001,91.08000000000001,1.0,15,3
9,5,100,10,5000,93.44,90.53999999999999,90.02,89.91,1.0,15,3
3,1,100,30,2048,94.73333333333333,90.15333333333334,90.19333333333334,89.9,0.5,15,3
6,5,100,50,7000,96.67999999999999,94.82000000000001,90.42,90.42,1.0,1,1
4,10,100,30,512,93.98666666666666,91.84666666666666,90.42999999999999,90.18,0.5,15,3
9,5,100,20,5000,93.39,91.0,89.91,89.91,1.0,15,3
4,5,100,20,5000,95.3,92.9,91.05,90.18,1.0,15,3
7,8,100,30,2048,96.93,94.81,90.22,89.72,1.0,15,3
2,5,100,10,64,94.19,90.91,91.25,89.68,1.0,15,3
4,5,100,10,5000,95.8,92.57,91.44,90.18,1.0,15,3
9,5,100,30,7000,92.78,91.52,89.92,89.91,1.0,1,1
0,5,100,80,7000,97.89999999999999,92.06,90.2,90.2,1.0,1,1
4,5,100,30,1024,95.03,92.80000000000001,90.53999999999999,90.18,1.0,15,3
8,5,100,40,5000,92.58,91.0,90.25999999999999,90.25999999999999,1.0,1,1
3,5,100,40,7000,94.95,93.75,89.96,89.9,1.0,1,1
4,2,100,30,2048,94.26333333333334,91.19,90.44666666666666,90.18,0.5,15,3
7,5,100,40,5000,96.85000000000001,95.48,89.88000000000001,89.72,1.0,15,3
2,5,100,10,64,93.17333333333333,91.07666666666667,90.95333333333333,89.68,0.5,15,3
4,2,100,10,2048,93.62666666666667,91.25666666666666,90.68666666666667,90.18,0.5,15,3
3,5,100,20,64,93.46,90.24,90.10000000000001,89.9,1.0,15,3
2,2,100,30,4096,95.48,94.28,91.11,89.68,1.0,15,3
3,5,100,20,512,94.96,92.17,90.72,89.9,1.0,15,3
2,1,100,20,4096,95.89999999999999,92.99,91.9,89.68,1.0,15,3
0,5,100,60,7000,97.94,92.01,90.23,90.2,1.0,1,1
4,10,100,20,1024,94.07666666666667,91.85666666666667,90.67,90.18,0.5,15,3
4,5,100,50,5000,95.42,92.78999999999999,90.18,90.18,1.0,15,3
9,5,100,40,5000,93.16,92.52,89.92,89.91,1.0,15,3
2,5,100,10,64,92.75,91.35666666666667,91.03999999999999,89.68,0.5,15,3
0,5,100,50,5000,98.09,92.05,90.21000000000001,90.2,1.0,15,3
3,5,100,40,7000,95.13000000000001,93.8,89.91,89.9,1.0,1,1
4,5,100,30,64,91.91333333333334,91.00333333333333,90.29666666666667,90.18,0.5,15,3
